suburb,postcode,state,state_code
Mount Martha,3934,Victoria,VIC
Safety Beach (Vic.),3936,Victoria,VIC
Red Hill (Vic.),3937,Victoria,VIC
McCrae,3938,Victoria,VIC
Cape Schanck,3939,Victoria,VIC
Capel Sound,3940,Victoria,VIC
Tootgarook,3941,Victoria,VIC
Blairgowrie,3942,Victoria,VIC
Sorrento (Vic.),3943,Victoria,VIC
Portsea,3944,Victoria,VIC
Loch,3945,Victoria,VIC
Bena,3946,Victoria,VIC
Strzelecki (Vic.),3950,Victoria,VIC
Kongwak,3951,Victoria,VIC
Trida,3953,Victoria,VIC
Koonwarra,3954,Victoria,VIC
Meeniyan,3956,Victoria,VIC
Stony Creek (South Gippsland - Vic.),3957,Victoria,VIC
Buffalo,3958,Victoria,VIC
Sandy Point (Vic.),3959,Victoria,VIC
Woorarra West,3960,Victoria,VIC
Toora (Vic.),3962,Victoria,VIC
Port Franklin,3964,Victoria,VIC
Port Welshpool,3965,Victoria,VIC
Welshpool (Vic.),3966,Victoria,VIC
Hedley,3967,Victoria,VIC
Balook,3971,Victoria,VIC
Lynbrook,3975,Victoria,VIC
Hampton Park,3976,Victoria,VIC
Cranbourne East,3977,Victoria,VIC
Clyde (Vic.),3978,Victoria,VIC
Almurta,3979,Victoria,VIC
Tooradin,3980,Victoria,VIC
Koo Wee Rup,3981,Victoria,VIC
Corinella (Vic.),3984,Victoria,VIC
Nyora (Vic.),3987,Victoria,VIC
Poowong East,3988,Victoria,VIC
Glen Forbes,3990,Victoria,VIC
Bass,3991,Victoria,VIC
Dalyston,3992,Victoria,VIC
Wonthaggi,3995,Victoria,VIC
Pound Creek,3996,Victoria,VIC
Brisbane City,4000,Queensland,QLD
Teneriffe,4005,Queensland,QLD
Fortitude Valley,4006,Queensland,QLD
Ascot (Brisbane - Qld),4007,Queensland,QLD
Brisbane Airport,4008,Queensland,QLD
Eagle Farm,4009,Queensland,QLD
Albion (Brisbane - Qld),4010,Queensland,QLD
Hendra,4011,Queensland,QLD
Wavell Heights,4012,Queensland,QLD
Northgate (Qld),4013,Queensland,QLD
Banyo,4014,Queensland,QLD
Bracken Ridge,4017,Queensland,QLD
Fitzgibbon,4018,Queensland,QLD
Woody Point,4019,Queensland,QLD
Scarborough (Qld),4020,Queensland,QLD
Kippa-Ring,4021,Queensland,QLD
Rothwell,4022,Queensland,QLD
Moreton Island,4025,Queensland,QLD
Windsor (Qld),4030,Queensland,QLD
Gordon Park,4031,Queensland,QLD
Chermside West,4032,Queensland,QLD
Geebung,4034,Queensland,QLD
Albany Creek,4035,Queensland,QLD
Bald Hills (Qld),4036,Queensland,QLD
Eatons Hill,4037,Queensland,QLD
Wilston,4051,Queensland,QLD
Stafford,4053,Queensland,QLD
Keperra,4054,Queensland,QLD
Ferny Grove,4055,Queensland,QLD
Kelvin Grove,4059,Queensland,QLD
Ashgrove,4060,Queensland,QLD
The Gap (Brisbane - Qld),4061,Queensland,QLD
Paddington (Qld),4064,Queensland,QLD
Bardon,4065,Queensland,QLD
Toowong,4066,Queensland,QLD
St Lucia,4067,Queensland,QLD
Indooroopilly,4068,Queensland,QLD
Kenmore,4069,Queensland,QLD
Anstead,4070,Queensland,QLD
Sinnamon Park,4073,Queensland,QLD
Middle Park (Qld),4074,Queensland,QLD
Graceville,4075,Queensland,QLD
Wacol,4076,Queensland,QLD
Inala,4077,Queensland,QLD
Forest Lake,4078,Queensland,QLD
Highgate Hill,4101,Queensland,QLD
Woolloongabba,4102,Queensland,QLD
Annerley,4103,Queensland,QLD
Yeronga,4104,Queensland,QLD
Yeerongpilly,4105,Queensland,QLD
Rocklea (Qld),4106,Queensland,QLD
Salisbury (Qld),4107,Queensland,QLD
Coopers Plains,4108,Queensland,QLD
Sunnybank Hills,4109,Queensland,QLD
Willawong,4110,Queensland,QLD
Nathan,4111,Queensland,QLD
Kuraby,4112,Queensland,QLD
Eight Mile Plains,4113,Queensland,QLD
Logan Central,4114,Queensland,QLD
Algester,4115,Queensland,QLD
Drewvale,4116,Queensland,QLD
Berrinba,4117,Queensland,QLD
Forestdale,4118,Queensland,QLD
Underwood (Qld),4119,Queensland,QLD
Greenslopes,4120,Queensland,QLD
Holland Park,4121,Queensland,QLD
Upper Mount Gravatt,4122,Queensland,QLD
Rochedale South,4123,Queensland,QLD
Greenbank,4124,Queensland,QLD
Munruben,4125,Queensland,QLD
Daisy Hill (Qld),4127,Queensland,QLD
Tanah Merah,4128,Queensland,QLD
Loganholme,4129,Queensland,QLD
Cornubia,4130,Queensland,QLD
Loganlea,4131,Queensland,QLD
Marsden,4132,Queensland,QLD
Chambers Flat,4133,Queensland,QLD
Coorparoo,4151,Queensland,QLD
Carina (Qld),4152,Queensland,QLD
Belmont (Qld),4153,Queensland,QLD
Wakerley,4154,Queensland,QLD
Chandler (Qld),4155,Queensland,QLD
Burbank,4156,Queensland,QLD
Capalaba,4157,Queensland,QLD
Thorneside,4158,Queensland,QLD
Birkdale,4159,Queensland,QLD
Ormiston,4160,Queensland,QLD
Alexandra Hills,4161,Queensland,QLD
Cleveland (Qld),4163,Queensland,QLD
Thornlands,4164,Queensland,QLD
Redland Bay,4165,Queensland,QLD
East Brisbane,4169,Queensland,QLD
Norman Park,4170,Queensland,QLD
Bulimba,4171,Queensland,QLD
Murarrie,4172,Queensland,QLD
Tingalpa,4173,Queensland,QLD
Hemmant,4174,Queensland,QLD
Wynnum,4178,Queensland,QLD
Manly West,4179,Queensland,QLD
Amity,4183,Queensland,QLD
Macleay Island,4184,Queensland,QLD
Bethania,4205,Queensland,QLD
Eagleby,4207,Queensland,QLD
Ormeau,4208,Queensland,QLD
Upper Coomera,4209,Queensland,QLD
Oxenford,4210,Queensland,QLD
Gaven,4211,Queensland,QLD
Helensvale,4212,Queensland,QLD
Tallai,4213,Queensland,QLD
Ashmore,4214,Queensland,QLD
Labrador,4215,Queensland,QLD
Hollywell,4216,Queensland,QLD
Surfers Paradise,4217,Queensland,QLD
Broadbeach,4218,Queensland,QLD
Burleigh Waters,4220,Queensland,QLD
Elanora,4221,Queensland,QLD
Currumbin Valley,4223,Queensland,QLD
Tugun,4224,Queensland,QLD
Bilinga,4225,Queensland,QLD
Robina,4226,Queensland,QLD
Reedy Creek (Qld),4227,Queensland,QLD
Tallebudgera,4228,Queensland,QLD
Tamborine,4270,Queensland,QLD
Tamborine Mountain,4272,Queensland,QLD
Boyland,4275,Queensland,QLD
North Maclean,4280,Queensland,QLD
Kerry,4285,Queensland,QLD
Rathdowney,4287,Queensland,QLD
Goodna,4300,Queensland,QLD
Redbank Plains,4301,Queensland,QLD
Riverview (Qld),4303,Queensland,QLD
Silkstone,4304,Queensland,QLD
Tivoli,4305,Queensland,QLD
Karana Downs,4306,Queensland,QLD
Mutdapilly,4307,Queensland,QLD
Aratula (Qld),4309,Queensland,QLD
Bunjurgen,4310,Queensland,QLD
Prenzlau,4311,Queensland,QLD
Esk (Qld),4312,Queensland,QLD
Toogoolawah,4313,Queensland,QLD
Mount Stanley,4314,Queensland,QLD
Ashwell,4340,Queensland,QLD
Laidley,4341,Queensland,QLD
Forest Hill (Qld),4342,Queensland,QLD
Adare,4343,Queensland,QLD
Helidon,4344,Queensland,QLD
Marburg,4346,Queensland,QLD
Mount Whitestone,4347,Queensland,QLD
Newtown (Toowoomba - Qld),4350,Queensland,QLD
Withcott,4352,Queensland,QLD
Haden,4353,Queensland,QLD
Goombungee,4354,Queensland,QLD
Anduramba,4355,Queensland,QLD
Pittsworth,4356,Queensland,QLD
Millmerran,4357,Queensland,QLD
Cambooya,4358,Queensland,QLD
Greenmount (Toowoomba - Qld),4359,Queensland,QLD
Nobby,4360,Queensland,QLD
Pilton,4361,Queensland,QLD
Allora,4362,Queensland,QLD
Southbrook,4363,Queensland,QLD
Brookstead,4364,Queensland,QLD
Leyburn,4365,Queensland,QLD
Greymare,4370,Queensland,QLD
Swanfels,4371,Queensland,QLD
Tannymorel,4372,Queensland,QLD
Killarney (Qld),4373,Queensland,QLD
Dalveen,4374,Queensland,QLD
Cottonvale (NSW),4375,New South Wales,NSW
Thulimbah,4376,Queensland,QLD
Maryland (Tenterfield - NSW),4377,New South Wales,NSW
Applethorpe,4378,Queensland,QLD
Mingoola (NSW),4380,New South Wales,NSW
Glen Aplin,4381,Queensland,QLD
Ballandean,4382,Queensland,QLD
Jennings,4383,New South Wales,NSW
Limevale,4384,Queensland,QLD
Camp Creek (NSW),4385,New South Wales,NSW
Mosquito Creek,4387,Queensland,QLD
Yelarbon,4388,Queensland,QLD
Calingunee,4390,Queensland,QLD
Kingsthorpe,4400,Queensland,QLD
Oakey,4401,Queensland,QLD
Cooyar,4402,Queensland,QLD
Quinalow,4403,Queensland,QLD
Irvingdale,4404,Queensland,QLD
Dalby,4405,Queensland,QLD
Moonie,4406,Queensland,QLD
Nangwee,4407,Queensland,QLD
Bell (Qld),4408,Queensland,QLD
Diamondy,4410,Queensland,QLD
Warra,4411,Queensland,QLD
Brigalow,4412,Queensland,QLD
Chinchilla,4413,Queensland,QLD
Miles,4415,Queensland,QLD
Nangram,4416,Queensland,QLD
Surat,4417,Queensland,QLD
Guluguba,4418,Queensland,QLD
Woleebee,4419,Queensland,QLD
Taroom,4420,Queensland,QLD
Tara (Qld),4421,Queensland,QLD
Westmar,4422,Queensland,QLD
Glenmorgan,4423,Queensland,QLD
Drillham South,4424,Queensland,QLD
Dulacca,4425,Queensland,QLD
Jackson,4426,Queensland,QLD
Yuleba,4427,Queensland,QLD
Waikola,4428,Queensland,QLD
Injune,4454,Queensland,QLD
Roma,4455,Queensland,QLD
Muckadilla,4461,Queensland,QLD
Walhallow,4462,Queensland,QLD
Kilmorey Falls,4465,Queensland,QLD
Mungallala South,4467,Queensland,QLD
Clara Creek,4468,Queensland,QLD
Charleville,4470,Queensland,QLD
Blackall,4472,Queensland,QLD
Adavale,4474,Queensland,QLD
Augathella,4477,Queensland,QLD
Lumeah (Qld),4478,Queensland,QLD
Cooladdi,4479,Queensland,QLD
Quilpie,4480,Queensland,QLD
Windorah,4481,Queensland,QLD
Birdsville,4482,Queensland,QLD
Dirranbandi,4486,Queensland,QLD
St George (Qld),4487,Queensland,QLD
Bollon,4488,Queensland,QLD
Wyandra,4489,Queensland,QLD
Cunnamulla,4490,Queensland,QLD
Eulo,4491,Queensland,QLD
Noccundra,4492,Queensland,QLD
Hungerford (Qld),4493,Queensland,QLD
North Bungunya,4494,Queensland,QLD
North Talwood,4496,Queensland,QLD
Daymar,4497,Queensland,QLD
Toobeah,4498,Queensland,QLD
Cashmere,4500,Queensland,QLD
Lawnton,4501,Queensland,QLD
Petrie,4502,Queensland,QLD
Kallangur,4503,Queensland,QLD
Narangba,4504,Queensland,QLD
Burpengary,4505,Queensland,QLD
Morayfield,4506,Queensland,QLD
Bellara,4507,Queensland,QLD
Deception Bay,4508,Queensland,QLD
North Lakes,4509,Queensland,QLD
Caboolture,4510,Queensland,QLD
Ningi,4511,Queensland,QLD
Wamuran,4512,Queensland,QLD
Mount Archer (Somerset - Qld),4514,Queensland,QLD
Glenfern (Qld),4515,Queensland,QLD
Elimbah,4516,Queensland,QLD
Beerburrum,4517,Queensland,QLD
Glass House Mountains,4518,Queensland,QLD
Beerwah,4519,Queensland,QLD
Wights Mountain,4520,Queensland,QLD
Ocean View,4521,Queensland,QLD
Landsborough (Qld),4550,Queensland,QLD
Caloundra West,4551,Queensland,QLD
Maleny,4552,Queensland,QLD
Palmview,4553,Queensland,QLD
Ilkley,4554,Queensland,QLD
Palmwoods (Qld),4555,Queensland,QLD
Sippy Downs,4556,Queensland,QLD
Mooloolaba,4557,Queensland,QLD
Maroochydore,4558,Queensland,QLD
Kiels Mountain,4559,Queensland,QLD
Bli Bli,4560,Queensland,QLD
Ninderry,4561,Queensland,QLD
Eumundi,4562,Queensland,QLD
Cooroy,4563,Queensland,QLD
Twin Waters,4564,Queensland,QLD
Tewantin,4565,Queensland,QLD
Noosaville,4566,Queensland,QLD
Sunrise Beach,4567,Queensland,QLD
Pinbarren,4568,Queensland,QLD
Cooran,4569,Queensland,QLD
North Deep Creek,4570,Queensland,QLD
Kin Kin,4571,Queensland,QLD
Alexandra Headland,4572,Queensland,QLD
Peregian Beach,4573,Queensland,QLD
Kenilworth,4574,Queensland,QLD
Buddina,4575,Queensland,QLD
Tin Can Bay,4580,Queensland,QLD
Rainbow Beach,4581,Queensland,QLD
Cinnabar,4600,Queensland,QLD
Goomeri,4601,Queensland,QLD
Murgon,4605,Queensland,QLD
Wondai,4606,Queensland,QLD
Tingoora,4608,Queensland,QLD
Kingaroy,4610,Queensland,QLD
Mondure,4611,Queensland,QLD
Hivesville,4612,Queensland,QLD
Proston,4613,Queensland,QLD
Yarraman (Qld),4614,Queensland,QLD
Nanango,4615,Queensland,QLD
Gungaloon,4620,Queensland,QLD
Degilbo,4621,Queensland,QLD
Gayndah,4625,Queensland,QLD
Old Cooranga,4626,Queensland,QLD
Eidsvold East,4627,Queensland,QLD
Monto,4630,Queensland,QLD
Oakhurst (Qld),4650,Queensland,QLD
Torquay (Qld),4655,Queensland,QLD
Burrum Town,4659,Queensland,QLD
Cordalba,4660,Queensland,QLD
Torbanlea,4662,Queensland,QLD
Avenell Heights,4670,Queensland,QLD
Gaeta,4671,Queensland,QLD
Yandaran,4673,Queensland,QLD
Baffle Creek,4674,Queensland,QLD
Lowmead,4676,Queensland,QLD
Agnes Water,4677,Queensland,QLD
Turkey Beach,4678,Queensland,QLD
Gladstone Harbour,4680,Queensland,QLD
Yarwun,4694,Queensland,QLD
Darts Creek,4695,Queensland,QLD
Raglan (Qld),4697,Queensland,QLD
Bajool,4699,Queensland,QLD
Rockhampton City,4700,Queensland,QLD
Norman Gardens,4701,Queensland,QLD
Stanage,4702,Queensland,QLD
Yeppoon,4703,Queensland,QLD
Yaamba,4704,Queensland,QLD
Lotus Creek,4705,Queensland,QLD
Ogmore,4706,Queensland,QLD
The Percy Group,4707,Queensland,QLD
Tieri,4709,Queensland,QLD
Zilzie,4710,Queensland,QLD
Glendale (Qld),4711,Queensland,QLD
Duaringa,4712,Queensland,QLD
Woorabinda,4713,Queensland,QLD
Mount Morgan,4714,Queensland,QLD
Biloela,4715,Queensland,QLD
Thangool,4716,Queensland,QLD
Blackwater,4717,Queensland,QLD
Mungabunda,4718,Queensland,QLD
Theodore (Qld),4719,Queensland,QLD
Emerald (Qld),4720,Queensland,QLD
Belyando,4721,Queensland,QLD
Wealwandangie,4722,Queensland,QLD
Hibernia,4723,Queensland,QLD
Alpha,4724,Queensland,QLD
Barcaldine,4725,Queensland,QLD
Aramac,4726,Queensland,QLD
Ilfracombe,4727,Queensland,QLD
Jericho (Qld),4728,Queensland,QLD
Longreach (Qld),4730,Queensland,QLD
Isisford,4731,Queensland,QLD
Muttaburra,4732,Queensland,QLD
Corfield,4733,Queensland,QLD
Opalton,4735,Queensland,QLD
Jundah,4736,Queensland,QLD
Armstrong Beach,4737,Queensland,QLD
Koumala,4738,Queensland,QLD
Carmila,4739,Queensland,QLD
Glenella,4740,Queensland,QLD
Mount Ossa,4741,Queensland,QLD
Oxford,4742,Queensland,QLD
Glenden,4743,Queensland,QLD
Moranbah,4744,Queensland,QLD
Dysart (Qld),4745,Queensland,QLD
Middlemount,4746,Queensland,QLD
Shoal Point,4750,Queensland,QLD
Walkerston,4751,Queensland,QLD
Marian,4753,Queensland,QLD
Mirani,4754,Queensland,QLD
Netherdale,4756,Queensland,QLD
Eungella (Qld),4757,Queensland,QLD
St Helens Beach,4798,Queensland,QLD
Midge Point,4799,Queensland,QLD
Proserpine,4800,Queensland,QLD
Cannonvale,4802,Queensland,QLD
Collinsville (Qld),4804,Queensland,QLD
Bowen,4805,Queensland,QLD
Home Hill,4806,Queensland,QLD
Ayr,4807,Queensland,QLD
Brandon,4808,Queensland,QLD
Shirbourne,4809,Queensland,QLD
Belgian Gardens,4810,Queensland,QLD
Oonoonba,4811,Queensland,QLD
Gulliver,4812,Queensland,QLD
Mount Louisa,4814,Queensland,QLD
Kelso (Qld),4815,Queensland,QLD
Balgal Beach,4816,Queensland,QLD
Kirwan,4817,Queensland,QLD
Mount Low,4818,Queensland,QLD
Nelly Bay,4819,Queensland,QLD
Mosman Park (Qld),4820,Queensland,QLD
Prairie (Qld),4821,Queensland,QLD
Maxwelton,4822,Queensland,QLD
Julia Creek,4823,Queensland,QLD
Cloncurry,4824,Queensland,QLD
Alpurrurulam,4825,Northern Territory,NT
Camooweal,4828,Queensland,QLD
Amaroo (Qld),4829,Queensland,QLD
Burketown,4830,Queensland,QLD
Hinchinbrook (Qld),4849,Queensland,QLD
Ingham,4850,Queensland,QLD
South Mission Beach,4852,Queensland,QLD
Tully,4854,Queensland,QLD
Maadi,4855,Queensland,QLD
Silkwood,4856,Queensland,QLD
Comoon Loop,4858,Queensland,QLD
South Johnstone,4859,Queensland,QLD
Ngatjan,4860,Queensland,QLD
Babinda (Qld),4861,Queensland,QLD
Gordonvale,4865,Queensland,QLD
Woree,4868,Queensland,QLD
Edmonton,4869,Queensland,QLD
Bungalow,4870,Queensland,QLD
Yarrabah,4871,Queensland,QLD
Silver Valley,4872,Queensland,QLD
Low Isles,4873,Queensland,QLD
Trunding,4874,Queensland,QLD
Coral Sea,4875,Queensland,QLD
Punsand,4876,Queensland,QLD
Port Douglas,4877,Queensland,QLD
Smithfield (Qld),4878,Queensland,QLD
Kewarra Beach,4879,Queensland,QLD
Mareeba,4880,Queensland,QLD
Kuranda,4881,Queensland,QLD
Tolga,4882,Queensland,QLD
Wongabel,4883,Queensland,QLD
Lake Eacham,4884,Queensland,QLD
Malanda,4885,Queensland,QLD
Moregatta,4886,Queensland,QLD
Wondecla,4887,Queensland,QLD
Ravenshoe,4888,Queensland,QLD
Normanton,4890,Queensland,QLD
Karumba,4891,Queensland,QLD
Yarraden,4892,Queensland,QLD
Bloomfield,4895,Queensland,QLD
Adelaide,5000,South Australia,SA
North Adelaide,5006,South Australia,SA
Bowden,5007,South Australia,SA
West Croydon,5008,South Australia,SA
Kilkenny,5009,South Australia,SA
Ferryden Park,5010,South Australia,SA
Woodville South,5011,South Australia,SA
Woodville North,5012,South Australia,SA
Wingfield,5013,South Australia,SA
Alberton (SA),5014,South Australia,SA
Ethelton,5015,South Australia,SA
Largs North,5016,South Australia,SA
Taperoo,5017,South Australia,SA
North Haven (SA),5018,South Australia,SA
Semaphore,5019,South Australia,SA
West Lakes Shore,5020,South Australia,SA
West Lakes,5021,South Australia,SA
Henley Beach South,5022,South Australia,SA
Seaton (SA),5023,South Australia,SA
West Beach (SA),5024,South Australia,SA
Kidman Park,5025,South Australia,SA
Torrensville,5031,South Australia,SA
Underdale,5032,South Australia,SA
Cowandilla,5033,South Australia,SA
Millswood,5034,South Australia,SA
Keswick,5035,South Australia,SA
Glandore,5037,South Australia,SA
Camden Park (SA),5038,South Australia,SA
Melrose Park (SA),5039,South Australia,SA
Novar Gardens,5040,South Australia,SA
Westbourne Park,5041,South Australia,SA
Pasadena,5042,South Australia,SA
Mitchell Park (SA),5043,South Australia,SA
Somerton Park,5044,South Australia,SA
Glenelg North,5045,South Australia,SA
Warradale,5046,South Australia,SA
Sturt (SA),5047,South Australia,SA
Dover Gardens,5048,South Australia,SA
Seacliff Park,5049,South Australia,SA
Eden Hills,5050,South Australia,SA
Hawthorndene,5051,South Australia,SA
Belair,5052,South Australia,SA
Unley,5061,South Australia,SA
Torrens Park,5062,South Australia,SA
Parkside (SA),5063,South Australia,SA
Glen Osmond,5064,South Australia,SA
Glenside,5065,South Australia,SA
Burnside (SA),5066,South Australia,SA
Norwood (SA),5067,South Australia,SA
Kensington (SA),5068,South Australia,SA
Maylands (SA),5069,South Australia,SA
Felixstow,5070,South Australia,SA
Skye (SA),5072,South Australia,SA
Hectorville,5073,South Australia,SA
Campbelltown (SA),5074,South Australia,SA
Dernancourt,5075,South Australia,SA
Athelstone,5076,South Australia,SA
Collinswood,5081,South Australia,SA
Prospect (SA),5082,South Australia,SA
Nailsworth,5083,South Australia,SA
Blair Athol (SA),5084,South Australia,SA
Clearview,5085,South Australia,SA
Oakden,5086,South Australia,SA
Windsor Gardens,5087,South Australia,SA
Holden Hill,5088,South Australia,SA
Highbury (SA),5089,South Australia,SA
Hope Valley (SA),5090,South Australia,SA
Banksia Park,5091,South Australia,SA
Modbury Heights,5092,South Australia,SA
Para Vista,5093,South Australia,SA
Dry Creek (SA),5094,South Australia,SA
Pooraka,5095,South Australia,SA
Para Hills,5096,South Australia,SA
St Agnes (SA),5097,South Australia,SA
Ingle Farm,5098,South Australia,SA
Salisbury South,5106,South Australia,SA
Parafield Gardens,5107,South Australia,SA
Salisbury (SA),5108,South Australia,SA
Brahma Lodge,5109,South Australia,SA
Burton (SA),5110,South Australia,SA
Edinburgh,5111,South Australia,SA
Hillbank,5112,South Australia,SA
Elizabeth Downs,5113,South Australia,SA
Smithfield Plains,5114,South Australia,SA
Munno Para,5115,South Australia,SA
Evanston Gardens,5116,South Australia,SA
Angle Vale,5117,South Australia,SA
Gawler East,5118,South Australia,SA
Virginia (SA),5120,South Australia,SA
Eyre,5121,South Australia,SA
Golden Grove,5125,South Australia,SA
Fairview Park,5126,South Australia,SA
Wynn Vale,5127,South Australia,SA
Houghton,5131,South Australia,SA
Paracombe,5132,South Australia,SA
Inglewood (SA),5133,South Australia,SA
Montacute,5134,South Australia,SA
Norton Summit,5136,South Australia,SA
Ashton,5137,South Australia,SA
Basket Range,5138,South Australia,SA
Forest Range,5139,South Australia,SA
Greenhill (SA),5140,South Australia,SA
Summertown,5141,South Australia,SA
Uraidla,5142,South Australia,SA
Carey Gully,5144,South Australia,SA
Leawood Gardens,5150,South Australia,SA
Piccadilly (SA),5151,South Australia,SA
Stirling (SA),5152,South Australia,SA
Scott Creek,5153,South Australia,SA
Aldgate,5154,South Australia,SA
Bridgewater (SA),5155,South Australia,SA
Upper Sturt,5156,South Australia,SA
Kangarilla,5157,South Australia,SA
Hallett Cove,5158,South Australia,SA
Aberfoyle Park,5159,South Australia,SA
Lonsdale,5160,South Australia,SA
Reynella,5161,South Australia,SA
Morphett Vale,5162,South Australia,SA
Hackham West,5163,South Australia,SA
Christie Downs,5164,South Australia,SA
Christies Beach,5165,South Australia,SA
O'Sullivan Beach,5166,South Australia,SA
Port Noarlunga South,5167,South Australia,SA
Noarlunga Downs,5168,South Australia,SA
Seaford (SA),5169,South Australia,SA
Maslin Beach,5170,South Australia,SA
McLaren Vale,5171,South Australia,SA
Willunga,5172,South Australia,SA
Port Willunga,5173,South Australia,SA
Sellicks Beach,5174,South Australia,SA
Meadows,5201,South Australia,SA
Hindmarsh Tiers,5202,South Australia,SA
Tunkalilla,5203,South Australia,SA
Delamere (SA),5204,South Australia,SA
Mount Compass,5210,South Australia,SA
McCracken,5211,South Australia,SA
Port Elliot,5212,South Australia,SA
Middleton (SA),5213,South Australia,SA
Hindmarsh Island,5214,South Australia,SA
Parndana,5220,South Australia,SA
Ballast Head,5221,South Australia,SA
Antechamber Bay,5222,South Australia,SA
Haines,5223,South Australia,SA
Kersbrook,5231,South Australia,SA
Cudlee Creek,5232,South Australia,SA
Forreston,5233,South Australia,SA
Birdwood (SA),5234,South Australia,SA
Cromer (SA),5235,South Australia,SA
Tungkillo,5236,South Australia,SA
Palmer (SA),5237,South Australia,SA
Mannum,5238,South Australia,SA
Lenswood,5240,South Australia,SA
Lobethal,5241,South Australia,SA
Balhannah,5242,South Australia,SA
Oakbank,5243,South Australia,SA
Woodside (SA),5244,South Australia,SA
Hahndorf,5245,South Australia,SA
Littlehampton,5250,South Australia,SA
Mount Barker (SA),5251,South Australia,SA
Nairne,5252,South Australia,SA
Murray Bridge,5253,South Australia,SA
Pallamana,5254,South Australia,SA
Strathalbyn (SA),5255,South Australia,SA
Milang,5256,South Australia,SA
Narrung (SA),5259,South Australia,SA
Tailem Bend,5260,South Australia,SA
Culburra,5261,South Australia,SA
Binnum,5262,South Australia,SA
Coonawarra (SA),5263,South Australia,SA
Meningie,5264,South Australia,SA
Coonalpyn,5265,South Australia,SA
Tintinara,5266,South Australia,SA
Keith,5267,South Australia,SA
Bordertown,5268,South Australia,SA
Custon,5269,South Australia,SA
Mundulla,5270,South Australia,SA
Wrattonbully,5271,South Australia,SA
Lucindale,5272,South Australia,SA
Avenue Range,5273,South Australia,SA
Pinks Beach,5275,South Australia,SA
Robe,5276,South Australia,SA
Penola,5277,South Australia,SA
Kalangadoo,5278,South Australia,SA
Mount Mcintyre,5279,South Australia,SA
Millicent,5280,South Australia,SA
Mount Gambier,5290,South Australia,SA
Glenburnie,5291,South Australia,SA
Jabuk,5301,South Australia,SA
Lameroo,5302,South Australia,SA
Parilla,5303,South Australia,SA
Pinnaroo,5304,South Australia,SA
Wynarka,5306,South Australia,SA
Karoonda,5307,South Australia,SA
Galga,5308,South Australia,SA
Halidon,5309,South Australia,SA
Caliph,5310,South Australia,SA
Alawoona,5311,South Australia,SA
Morgan,5320,South Australia,SA
Cadell,5321,South Australia,SA
Ramco,5322,South Australia,SA
Stockyard Plain,5330,South Australia,SA
Kingston On Murray,5331,South Australia,SA
Moorook,5332,South Australia,SA
Loxton,5333,South Australia,SA
Paringa,5340,South Australia,SA
Renmark,5341,South Australia,SA
Monash (SA),5342,South Australia,SA
Berri,5343,South Australia,SA
Glossop,5344,South Australia,SA
Loveday,5345,South Australia,SA
